"rank","LIS","cumulative_mean_LIS"
934,0.625,0.239577623126338
935,0.6255,0.23999037433155
936,0.6265,0.240403311965812
937,0.6275,0.24081643543223
938,0.629,0.241230277185501
939,0.63,0.241644302449414
940,0.631,0.242058510638297
941,0.6365,0.242477683315621
942,0.637,0.242896496815286
943,0.639,0.243316542948038
944,0.639,0.243735699152542
945,0.6415,0.244156613756613
946,0.6415,0.244576638477801
947,0.6415,0.244995776135163
948,0.6435,0.245416139240506
949,0.646,0.245838250790305
950,0.6465,0.24626
951,0.6465,0.246680862250262
952,0.648,0.247102415966386
953,0.6485,0.247523609653725
954,0.649,0.247944444444444
955,0.6495,0.248364921465968
956,0.651,0.248786087866108
957,0.6525,0.249207941483803
958,0.653,0.249629436325678
959,0.653,0.250050052137643
960,0.6575,0.250474479166666
961,0.6585,0.250899063475546
962,0.6585,0.251322765072765
963,0.66,0.251747144340602
964,0.661,0.252171680497925
965,0.663,0.252597409326424
966,0.6645,0.253023809523809
967,0.6665,0.25345139607032
968,0.6665,0.253878099173553
969,0.667,0.254304437564499
970,0.6675,0.254730412371134
971,0.668,0.255156024716786
972,0.668,0.255580761316872
973,0.6695,0.256006166495375
974,0.6705,0.256431724845996
975,0.6705,0.25685641025641
976,0.671,0.257280737704918
977,0.6715,0.257704708290685
978,0.6765,0.258132924335378
979,0.6765,0.258560265577119
980,0.6775,0.25898775510204
981,0.6785,0.259415392456677
982,0.6785,0.25984215885947
983,0.6805,0.26027009155646
984,0.6805,0.260697154471544
985,0.6805,0.261123350253807
986,0.681,0.261549188640973
987,0.681,0.261974164133738
988,0.6815,0.262398785425101
989,0.682,0.262823053589484
990,0.682,0.263246464646464
991,0.6825,0.263669525731584
992,0.685,0.264094254032258
993,0.686,0.264519133937563
994,0.6875,0.264944668008048
995,0.689,0.265370854271357
996,0.69,0.26579718875502
997,0.6905,0.266223169508525
998,0.6935,0.26665130260521
999,0.695,0.26708008008008
1000,0.6955,0.2675085
1001,0.6975,0.267938061938062
1002,0.698,0.268367265469062
1003,0.6985,0.268796111665005
1004,0.6995,0.269225099601593
1005,0.7,0.269653731343283
1006,0.701,0.270082504970179
1007,0.702,0.270511420059583
1008,0.7025,0.27093998015873
1009,0.703,0.271368186323092
1010,0.705,0.271797524752475
1011,0.7055,0.272226508407517
1012,0.7065,0.272655632411067
1013,0.707,0.273084402764067
1014,0.708,0.273513313609467
1015,0.708,0.273941379310345
1016,0.7085,0.274369094488189
1017,0.712,0.274799410029498
1018,0.7135,0.275230353634577
1019,0.7145,0.275661432777232
1020,0.715,0.276092156862745
1021,0.721,0.27652791380999
1022,0.721,0.276962818003914
1023,0.7215,0.277397360703812
1024,0.723,0.27783251953125
1025,0.724,0.278267804878048
1026,0.7245,0.278702729044834
1027,0.7255,0.279137779941577
1028,0.7265,0.279572957198443
1029,0.727,0.280007774538386
1030,0.728,0.280442718446602
1031,0.728,0.280876818622696
1032,0.73,0.281312015503876
1033,0.73,0.281746369796708
1034,0.7305,0.282180367504835
1035,0.7305,0.282613526570048
1036,0.731,0.283046332046332
1037,0.7315,0.283478784956605
1038,0.7325,0.283911368015414
1039,0.733,0.284343599615014
1040,0.733,0.284775
1041,0.734,0.285206532180595
1042,0.7345,0.285637715930902
1043,0.7365,0.286069990412272
1044,0.737,0.286501915708812
1045,0.7385,0.286934449760765
1046,0.739,0.287366634799235
1047,0.7395,0.287798471824259
1048,0.741,0.288230916030534
1049,0.742,0.288663489037178
1050,0.743,0.28909619047619
1051,0.743,0.289528068506184
1052,0.743,0.289959125475285
1053,0.7435,0.290389838556505
1054,0.7435,0.290819734345351
1055,0.7445,0.291249763033175
1056,0.745,0.291679450757575
1057,0.746,0.292109271523178
1058,0.7475,0.292539697542533
1059,0.748,0.292969782813975
1060,0.7485,0.293399528301886
1061,0.7485,0.293828463713477
1062,0.7505,0.294258474576271
1063,0.751,0.294688146754468
1064,0.7515,0.295117481203007
1065,0.7535,0.295547887323943
1066,0.7565,0.295980300187617
1067,0.758,0.296413308341143
1068,0.7585,0.296845973782771
1069,0.76,0.29727923292797
1070,0.7605,0.29771214953271
1071,0.7605,0.298144257703081
1072,0.761,0.298576026119403
1073,0.7625,0.299008387698042
1074,0.7635,0.299440875232774
1075,0.7635,0.299872558139534
1076,0.765,0.300304832713754
1077,0.765,0.300736304549675
1078,0.7655,0.301167439703154
1079,0.7655,0.301597775718257
1080,0.767,0.302028703703703
1081,0.767,0.30245883441258
1082,0.7685,0.302889556377079
1083,0.769,0.303319944598337
1084,0.7705,0.303750922509225
1085,0.771,0.304181566820276
1086,0.772,0.304612338858195
1087,0.773,0.305043238270469
1088,0.7735,0.305473805147058
1089,0.7735,0.305903581267217
1090,0.777,0.306335779816513
1091,0.7795,0.306769477543538
1092,0.7795,0.30720238095238
1093,0.78,0.30763494967978
1094,0.7805,0.30806718464351
1095,0.7805,0.308498630136986
1096,0.7805,0.308929288321167
1097,0.7815,0.309360072926162
1098,0.7815,0.309790072859745
1099,0.7825,0.310220200181983
1100,0.783,0.31065
1101,0.7845,0.311080381471389
1102,0.7855,0.311510889292196
1103,0.7865,0.311941523118767
1104,0.7865,0.312371376811594
1105,0.787,0.312800904977375
1106,0.7875,0.313230108499095
1107,0.7875,0.313658536585365
1108,0.788,0.314086642599278
1109,0.788,0.314513976555455
1110,0.789,0.314941441441441
1111,0.7905,0.315369486948694
1112,0.793,0.315799010791367
1113,0.798,0.316232255166217
1114,0.7985,0.316665170556553
1115,0.799,0.317097757847533
1116,0.799,0.317529569892473
1117,0.7995,0.317961056401074
1118,0.7995,0.318391771019678
1119,0.8,0.318822162645219
1120,0.8,0.319251785714285
1121,0.8005,0.319681088314005
1122,0.8015,0.320110516934046
1123,0.8015,0.320539180765806
1124,0.803,0.320968416370106
1125,0.8035,0.321397333333333
1126,0.807,0.321828596802842
1127,0.809,0.322260869565217
1128,0.81,0.322693262411347
1129,0.8105,0.323125332152347
1130,0.811,0.323557079646017
1131,0.813,0.323989832007073
1132,0.8135,0.324422261484099
1133,0.816,0.324856134157105
1134,0.816,0.325289241622574
1135,0.8165,0.325722026431718
1136,0.818,0.326155369718309
1137,0.82,0.326589709762533
1138,0.82,0.327023286467486
1139,0.8205,0.327456540825285
1140,0.8205,0.327889035087719
1141,0.8225,0.328322524101665
1142,0.823,0.328755691768826
1143,0.824,0.329188976377952
1144,0.825,0.329622377622377
1145,0.8265,0.330056331877729
1146,0.8285,0.330491273996509
1147,0.8285,0.33092545771578
1148,0.8305,0.3313606271777
1149,0.8305,0.33179503916449
1150,0.831,0.332229130434782
1151,0.8325,0.332663770634231
1152,0.833,0.333098090277777
1153,0.833,0.333531656548135
1154,0.835,0.333966204506065
1155,0.8365,0.334401298701298
1156,0.8365,0.334835640138408
1157,0.837,0.335269662921348
1158,0.837,0.335702936096718
1159,0.8385,0.336136755823986
1160,0.8405,0.336571551724137
1161,0.841,0.337006029285099
1162,0.841,0.337439759036144
1163,0.842,0.337873602751504
1164,0.842,0.338306701030927
1165,0.842,0.338739055793991
1166,0.8425,0.339171097770154
1167,0.8425,0.339602399314481
1168,0.8425,0.340032962328767
1169,0.843,0.340463216424294
1170,0.8435,0.340893162393162
1171,0.845,0.34132365499573
1172,0.8455,0.341753839590443
1173,0.8465,0.342184143222506
1174,0.847,0.342614139693356
1175,0.8475,0.343043829787234
1176,0.848,0.343473214285714
1177,0.8495,0.343903143585386
1178,0.8495,0.344332342954159
1179,0.85,0.344761238337574
1180,0.8525,0.345191525423728
1181,0.853,0.34562150719729
1182,0.853,0.346050761421319
1183,0.854,0.346480135249365
1184,0.8545,0.346909206081081
1185,0.855,0.347337974683544
1186,0.8565,0.347767284991568
1187,0.857,0.348196293176074
1188,0.8575,0.348625
1189,0.86,0.349055088309503
1190,0.8615,0.349485714285714
1191,0.862,0.349916036943744
1192,0.8625,0.350346057046979
1193,0.863,0.350775775356244
1194,0.8655,0.351206867671691
1195,0.866,0.351637656903765
1196,0.869,0.352070234113712
1197,0.8695,0.352502506265664
1198,0.8715,0.35293572621035
1199,0.8715,0.353368223519599
1200,0.8715,0.3538
1201,0.8715,0.354231057452123
1202,0.872,0.354661813643926
1203,0.873,0.355092684954281
1204,0.873,0.355522840531561
1205,0.8735,0.355952697095435
1206,0.8735,0.35638184079602
1207,0.875,0.356811516155758
1208,0.877,0.357242135761589
1209,0.879,0.357673697270471
1210,0.88,0.358105371900826
1211,0.88,0.358536333608588
1212,0.8825,0.358968646864686
1213,0.8825,0.359400247320692
1214,0.8825,0.359831136738056
1215,0.8835,0.360262139917695
1216,0.8835,0.360692434210526
1217,0.8835,0.36112202136401
1218,0.884,0.3615513136289
1219,0.885,0.361980721903199
1220,0.8865,0.362410655737705
1221,0.887,0.362840294840295
1222,0.8885,0.363270458265139
1223,0.8885,0.363699918233851
1224,0.889,0.36412908496732
1225,0.891,0.364559183673469
1226,0.892,0.364989396411093
1227,0.893,0.365419722901385
1228,0.893,0.365849348534202
1229,0.8935,0.366278681855167
1230,0.894,0.366707723577235
1231,0.895,0.36713688058489
1232,0.895,0.367565340909091
1233,0.896,0.367993917274939
1234,0.896,0.368421799027552
1235,0.896,0.368848987854251
1236,0.8965,0.369275889967637
1237,0.8965,0.369702101859337
1238,0.8965,0.370127625201938
1239,0.8975,0.370553268765133
1240,0.899,0.370979435483871
1241,0.9,0.371405721192586
1242,0.9,0.371831320450885
1243,0.901,0.372257039420756
1244,0.901,0.372682073954984
1245,0.901,0.373106425702811
1246,0.903,0.373531701444622
1247,0.903,0.37395629510826
1248,0.9035,0.374380608974359
1249,0.904,0.374804643714972
1250,0.904,0.375228
1251,0.904,0.375650679456435
1252,0.9045,0.376073083067092
1253,0.9045,0.376494812450119
1254,0.9045,0.3769158692185
1255,0.905,0.377336653386454
1256,0.9055,0.377757165605095
1257,0.906,0.378177406523468
1258,0.906,0.378596979332273
1259,0.9065,0.379016282764098
1260,0.9065,0.37943492063492
1261,0.9075,0.379853687549564
1262,0.9075,0.380271790808241
1263,0.908,0.38068962787015
1264,0.908,0.381106803797468
1265,0.908,0.381523320158103
1266,0.909,0.381939968404423
1267,0.9095,0.38235635359116
1268,0.9105,0.38277287066246
1269,0.911,0.383189125295508
1270,0.9125,0.383605905511811
1271,0.913,0.384022423288749
1272,0.915,0.384439858490566
1273,0.9175,0.384858601728201
1274,0.9175,0.385276687598116
1275,0.9175,0.385694117647059
1276,0.918,0.386111285266458
1277,0.9185,0.386528191072827
1278,0.9195,0.386945226917058
1279,0.9225,0.387363956215794
1280,0.923,0.387782421875
1281,0.9235,0.3882006245121
1282,0.924,0.38861856474259
1283,0.926,0.389037412314887
1284,0.9265,0.389455996884735
1285,0.9285,0.389875486381323
1286,0.929,0.390294712286158
1287,0.929,0.390713286713286
1288,0.929,0.391131211180124
1289,0.929,0.391548487199379
1290,0.929,0.39196511627907
1291,0.93,0.392381874515879
1292,0.93,0.392797987616099
1293,0.932,0.393215003866976
1294,0.932,0.393631375579598
1295,0.933,0.394047876447876
1296,0.9335,0.39446412037037
1297,0.9335,0.394879722436391
1298,0.9345,0.395295454545454
1299,0.935,0.395710931485758
1300,0.9355,0.396126153846154
1301,0.938,0.396542659492698
1302,0.9395,0.396959677419355
1303,0.9395,0.397376055257099
1304,0.94,0.39779217791411
1305,0.9415,0.398208812260536
1306,0.9425,0.398625574272588
1307,0.9425,0.399041698546289
1308,0.9425,0.399457186544342
1309,0.943,0.399872421695951
1310,0.9435,0.400287404580152
1311,0.9435,0.400701754385965
1312,0.9435,0.401115472560975
1313,0.9445,0.401529322162985
1314,0.945,0.401942922374429
1315,0.945,0.402355893536121
1316,0.946,0.402768996960486
1317,0.9465,0.40318185269552
1318,0.9465,0.403594081942337
1319,0.9475,0.404006444275966
1320,0.948,0.40441856060606
1321,0.948,0.404830052990159
1322,0.949,0.405241679273827
1323,0.9515,0.405654572940287
1324,0.953,0.406067975830815
1325,0.953,0.406480754716981
1326,0.953,0.406892911010558
1327,0.955,0.40730595327807
1328,0.955,0.407718373493975
1329,0.9555,0.408130549285176
1330,0.9565,0.408542857142857
1331,0.957,0.408954921111946
1332,0.958,0.409367117117117
1333,0.958,0.409778694673668
1334,0.9595,0.410190779610195
1335,0.9605,0.410602996254681
1336,0.9605,0.411014595808383
1337,0.9605,0.411425579655946
1338,0.961,0.411836322869955
1339,0.9615,0.412246825989544
1340,0.962,0.412657089552239
1341,0.9625,0.413067114093959
1342,0.963,0.413476900149031
1343,0.964,0.413886820551005
1344,0.964,0.414296130952381
1345,0.9645,0.414705204460966
1346,0.9645,0.415113670133729
1347,0.967,0.415523385300668
1348,0.9675,0.415932863501483
1349,0.9695,0.416343217197924
1350,0.971,0.416754074074074
1351,0.972,0.417165062916358
1352,0.973,0.417576183431952
1353,0.9735,0.417987065779748
1354,0.974,0.418397710487444
1355,0.974,0.41880774907749
1356,0.974,0.419217182890855
1357,0.9745,0.419626381724392
1358,0.9745,0.420034977908689
1359,0.975,0.420443340691685
1360,0.975,0.420851102941176
1361,0.976,0.421259000734754
1362,0.976,0.421666299559471
1363,0.9765,0.422073367571533
1364,0.978,0.422480938416422
1365,0.9785,0.422888278388278
1366,0.9785,0.423295021961933
1367,0.9785,0.423701170446233
1368,0.979,0.424107090643275
1369,0.979,0.424512417823229
1370,0.9795,0.424917518248175
1371,0.9795,0.425322027716995
1372,0.98,0.425726311953353
1373,0.9805,0.426130371449381
1374,0.9805,0.42653384279476
1375,0.9805,0.426936727272727
1376,0.981,0.427339389534884
1377,0.982,0.427742193173566
1378,0.9835,0.42814550072569
1379,0.984,0.428548585931835
1380,0.985,0.428951811594203
1381,0.985,0.429354453294714
1382,0.985,0.429756512301013
1383,0.9855,0.430158351409978
1384,0.986,0.430559971098266
1385,0.986,0.430961010830325
1386,0.9865,0.431361832611833
1387,0.9865,0.431762076423937
1388,0.987,0.432162103746398
1389,0.987,0.432561555075594
1390,0.987,0.432960431654676
1391,0.9875,0.433359094176851
1392,0.9885,0.433757902298851
1393,0.989,0.434156496769562
1394,0.9905,0.434555595408895
1395,0.9905,0.434954121863799
1396,0.991,0.435352435530086
1397,0.9925,0.435751252684324
1398,0.9935,0.436150214592275
1399,0.9935,0.436548606147248
1400,0.994,0.436946785714286
1401,0.994,0.437344396859386
1402,0.995,0.437742154065621
1403,0.996,0.43814005702067
1404,0.997,0.438538105413106
1405,0.997,0.438935587188612
1406,0.9975,0.439332859174964
1407,0.9975,0.439729566453447
1408,0.9985,0.440126420454545
1409,0.9995,0.440523420865862
