"rank","LIS","cumulative_mean_LIS"
253,0.087,0.0431739130434783
254,0.0885,0.0433523622047244
255,0.089,0.0435313725490196
256,0.089,0.043708984375
257,0.0905,0.0438910505836576
258,0.0905,0.0440717054263566
259,0.0915,0.0442548262548263
260,0.092,0.0444384615384615
261,0.0925,0.0446226053639847
262,0.0925,0.0448053435114504
263,0.093,0.0449885931558935
264,0.093,0.0451704545454545
265,0.0935,0.0453528301886792
266,0.094,0.0455357142857143
267,0.094,0.0457172284644195
268,0.0945,0.0458992537313433
269,0.0945,0.0460799256505576
270,0.0955,0.046262962962963
271,0.0955,0.0464446494464945
272,0.096,0.0466268382352941
273,0.0965,0.0468095238095238
274,0.097,0.046992700729927
275,0.0975,0.0471763636363636
276,0.0975,0.0473586956521739
277,0.098,0.0475415162454874
278,0.099,0.047726618705036
279,0.099,0.047910394265233
280,0.0995,0.0480946428571429
281,0.1,0.048279359430605
282,0.1,0.0484627659574468
283,0.1005,0.0486466431095406
284,0.101,0.048830985915493
285,0.102,0.0490175438596491
286,0.103,0.0492062937062937
287,0.1045,0.0493989547038327
288,0.105,0.0495920138888889
289,0.1055,0.0497854671280277
290,0.1065,0.0499810344827586
291,0.1075,0.0501786941580756
292,0.108,0.0503767123287671
293,0.1085,0.0505750853242321
294,0.1095,0.0507755102040816
295,0.1095,0.0509745762711864
296,0.1105,0.0511756756756757
297,0.1105,0.0513754208754209
298,0.1115,0.0515771812080537
299,0.1125,0.0517809364548495
300,0.1135,0.0519866666666667
301,0.114,0.0521926910299003
302,0.114,0.0523973509933775
303,0.114,0.0526006600660066
304,0.114,0.0528026315789474
305,0.1145,0.0530049180327869
306,0.115,0.0532075163398693
307,0.115,0.0534087947882736
308,0.1155,0.0536103896103896
309,0.1155,0.0538106796116505
310,0.116,0.0540112903225806
311,0.116,0.0542106109324759
312,0.1165,0.0544102564102564
313,0.1165,0.0546086261980831
314,0.117,0.0548073248407643
315,0.117,0.0550047619047619
316,0.1175,0.0552025316455696
317,0.118,0.0554006309148265
318,0.1185,0.0555990566037736
319,0.1185,0.0557962382445141
320,0.119,0.05599375
321,0.119,0.056190031152648
322,0.1195,0.0563866459627329
323,0.121,0.0565866873065015
324,0.1225,0.0567901234567901
325,0.1225,0.0569923076923077
326,0.1225,0.0571932515337423
327,0.123,0.057394495412844
328,0.123,0.0575945121951219
329,0.1235,0.0577948328267477
330,0.124,0.0579954545454545
331,0.124,0.0581948640483383
332,0.1245,0.058394578313253
333,0.1245,0.0585930930930931
334,0.1265,0.0587964071856287
335,0.1265,0.0589985074626866
336,0.127,0.0592008928571428
337,0.127,0.0594020771513353
338,0.127,0.0596020710059171
339,0.128,0.0598038348082596
340,0.1285,0.0600058823529411
341,0.1285,0.0602067448680352
342,0.13,0.0604108187134503
343,0.131,0.0606166180758017
344,0.1315,0.0608226744186046
345,0.1325,0.0610304347826087
346,0.133,0.0612384393063583
347,0.1335,0.0614466858789625
348,0.134,0.0616551724137931
349,0.1345,0.0618638968481375
350,0.136,0.0620757142857142
351,0.1365,0.0622877492877493
352,0.137,0.0625
353,0.137,0.0627110481586402
354,0.138,0.0629237288135593
355,0.139,0.0631380281690141
356,0.139,0.0633511235955056
357,0.139,0.063563025210084
358,0.1395,0.0637751396648044
359,0.1395,0.0639860724233983
360,0.141,0.0642
361,0.1425,0.0644168975069252
362,0.1425,0.0646325966850828
363,0.1435,0.0648498622589531
364,0.144,0.0650673076923076
365,0.1445,0.0652849315068493
366,0.145,0.0655027322404371
367,0.1455,0.0657207084468664
368,0.1455,0.0659374999999999
369,0.146,0.0661544715447154
370,0.147,0.0663729729729729
371,0.1495,0.0665970350404312
372,0.15,0.0668212365591397
373,0.15,0.0670442359249329
374,0.15,0.0672660427807486
375,0.1505,0.0674879999999999
376,0.152,0.0677127659574467
377,0.152,0.0679363395225464
378,0.1525,0.0681600529100529
379,0.153,0.0683839050131926
380,0.1535,0.068607894736842
381,0.1535,0.0688307086614173
382,0.1535,0.0690523560209424
383,0.1535,0.0692728459530026
384,0.154,0.0694934895833333
385,0.1555,0.0697168831168831
386,0.156,0.069940414507772
387,0.156,0.0701627906976744
388,0.1565,0.0703853092783505
389,0.1575,0.0706092544987146
390,0.1575,0.0708320512820512
391,0.1585,0.0710562659846547
392,0.16,0.0712831632653061
393,0.1615,0.0715127226463104
394,0.1615,0.071741116751269
395,0.1635,0.0719734177215189
396,0.164,0.072205808080808
397,0.165,0.0724395465994962
398,0.1655,0.0726733668341708
399,0.1655,0.0729060150375939
400,0.1665,0.0731399999999999
401,0.1665,0.0733728179551122
402,0.1665,0.0736044776119402
403,0.167,0.0738362282878411
404,0.168,0.074069306930693
405,0.1685,0.0743024691358024
406,0.1685,0.0745344827586206
407,0.1685,0.0747653562653562
408,0.1685,0.0749950980392157
409,0.1695,0.0752261613691931
410,0.17,0.0754573170731707
411,0.1705,0.0756885644768856
412,0.1715,0.0759211165048543
413,0.172,0.0761537530266344
414,0.1725,0.0763864734299517
415,0.1725,0.0766180722891566
416,0.173,0.0768497596153846
417,0.1735,0.0770815347721822
418,0.1735,0.0773122009569377
419,0.174,0.0775429594272076
420,0.175,0.0777749999999999
421,0.1755,0.0780071258907363
422,0.176,0.0782393364928909
423,0.176,0.0784704491725768
424,0.176,0.0787004716981132
425,0.1765,0.0789305882352941
426,0.177,0.0791607981220657
427,0.1775,0.0793911007025761
428,0.1785,0.0796226635514018
429,0.179,0.0798543123543123
430,0.1795,0.0800860465116278
431,0.18,0.0803178654292343
432,0.1815,0.0805520833333333
433,0.1815,0.080785219399538
434,0.182,0.0810184331797234
435,0.1825,0.081251724137931
436,0.1835,0.08148623853211
437,0.184,0.0817208237986269
438,0.1845,0.0819554794520547
439,0.1855,0.0821913439635535
440,0.186,0.0824272727272727
441,0.1865,0.0826632653061224
442,0.1865,0.0828981900452488
443,0.1865,0.0831320541760722
444,0.187,0.0833659909909909
445,0.1875,0.0836
446,0.188,0.0838340807174887
447,0.188,0.0840671140939597
448,0.188,0.0842991071428571
449,0.1895,0.084533407572383
450,0.19,0.0847677777777777
451,0.1905,0.0850022172949002
452,0.1905,0.0852356194690265
453,0.191,0.0854690949227373
454,0.1915,0.0857026431718061
455,0.193,0.0859384615384615
456,0.193,0.086173245614035
457,0.195,0.0864113785557986
458,0.1955,0.0866495633187773
459,0.1965,0.0868888888888888
460,0.197,0.0871282608695652
461,0.198,0.0873687635574837
462,0.198,0.0876082251082251
463,0.1995,0.0878498920086393
464,0.1995,0.0880905172413793
465,0.1995,0.0883301075268817
466,0.1995,0.088568669527897
467,0.2005,0.0888083511777302
468,0.2005,0.0890470085470085
469,0.2015,0.0892867803837953
470,0.2025,0.0895276595744681
471,0.2025,0.0897675159235669
472,0.203,0.0900074152542373
473,0.203,0.0902463002114165
474,0.204,0.0904862869198312
475,0.204,0.0907252631578947
476,0.2045,0.0909642857142857
477,0.2075,0.0912085953878407
478,0.208,0.0914529288702929
479,0.208,0.09169624217119
480,0.2105,0.09194375
481,0.2105,0.0921902286902287
482,0.2105,0.0924356846473029
483,0.2115,0.0926821946169772
484,0.2115,0.0929276859504132
485,0.212,0.0931731958762887
486,0.2125,0.0934187242798354
487,0.2125,0.0936632443531828
488,0.213,0.0939077868852459
489,0.215,0.0941554192229039
490,0.216,0.0944040816326531
491,0.2165,0.0946527494908351
492,0.219,0.0949054878048781
493,0.219,0.0951572008113591
494,0.22,0.0954099190283401
495,0.221,0.0956636363636364
496,0.221,0.0959163306451613
497,0.221,0.0961680080482898
498,0.2215,0.0964196787148595
499,0.2225,0.0966723446893788
500,0.223,0.096925
501,0.2245,0.0971796407185629
502,0.2245,0.0974332669322709
503,0.225,0.0976868787276342
504,0.2265,0.0979424603174603
505,0.2265,0.0981970297029703
506,0.228,0.098453557312253
507,0.228,0.0987090729783038
508,0.2285,0.0989645669291339
509,0.229,0.0992200392927309
510,0.2305,0.0994774509803922
511,0.231,0.0997348336594912
512,0.231,0.0999912109375
513,0.231,0.100246588693957
514,0.2335,0.100505836575876
515,0.234,0.100765048543689
516,0.234,0.101023255813954
517,0.2345,0.101281431334623
518,0.235,0.101539575289575
519,0.235,0.101796724470135
520,0.2355,0.102053846153846
521,0.2355,0.102309980806142
522,0.236,0.102566091954023
523,0.236,0.102821223709369
524,0.2365,0.103076335877863
525,0.2375,0.103332380952381
526,0.238,0.103588403041825
527,0.238,0.103843453510436
528,0.239,0.104099431818182
529,0.239,0.104354442344045
530,0.2395,0.104609433962264
531,0.2395,0.104863465160075
532,0.2395,0.105116541353383
533,0.2405,0.105370544090056
534,0.2405,0.105623595505618
535,0.242,0.105878504672897
536,0.2445,0.106137126865672
537,0.245,0.106395716945996
538,0.2465,0.106656133828996
539,0.247,0.106916512059369
540,0.248,0.107177777777778
541,0.2485,0.107439001848429
542,0.249,0.107700184501845
543,0.249,0.107960405156538
544,0.2495,0.108220588235294
545,0.25,0.108480733944954
546,0.2505,0.108740842490842
547,0.2505,0.109
548,0.251,0.109259124087591
549,0.251,0.109517304189435
550,0.2515,0.109775454545455
551,0.2525,0.110034482758621
552,0.2525,0.110292572463768
553,0.2535,0.110551537070524
554,0.254,0.110810469314079
555,0.255,0.11107027027027
556,0.2555,0.111330035971223
557,0.256,0.111589766606822
558,0.2565,0.111849462365591
559,0.2565,0.112108228980322
560,0.2565,0.112366071428571
561,0.257,0.112623885918004
562,0.257,0.112880782918149
563,0.2575,0.113137655417407
564,0.26,0.11339804964539
565,0.2615,0.11366017699115
566,0.2625,0.113923144876325
567,0.2635,0.114186948853615
568,0.2655,0.114453345070423
569,0.2655,0.114718804920914
570,0.267,0.114985964912281
571,0.2675,0.115253064798599
572,0.268,0.115520104895105
573,0.269,0.115787958115183
574,0.2695,0.11605574912892
575,0.2705,0.116324347826087
576,0.271,0.116592881944444
577,0.272,0.116862218370884
578,0.2725,0.117131487889273
579,0.273,0.117400690846287
580,0.2735,0.117669827586207
581,0.274,0.117938898450947
582,0.2745,0.118207903780069
583,0.277,0.118480274442539
584,0.277,0.118751712328767
585,0.2775,0.119023076923077
586,0.2785,0.119295221843003
587,0.279,0.119567291311755
588,0.2805,0.119840986394558
589,0.281,0.120114601018676
590,0.281,0.120387288135593
591,0.2815,0.120659898477157
592,0.2815,0.120931587837838
593,0.282,0.121203204047218
594,0.283,0.121475589225589
595,0.2835,0.121747899159664
596,0.2845,0.122020973154362
597,0.2845,0.122293132328308
598,0.287,0.12256856187291
599,0.2875,0.122843906510851
600,0.2885,0.12312
601,0.2885,0.123395174708819
602,0.291,0.123673588039867
603,0.2935,0.123955223880597
604,0.2935,0.124235927152318
605,0.2945,0.124517355371901
606,0.2945,0.124797854785478
607,0.2955,0.125079077429983
608,0.296,0.125360197368421
609,0.2965,0.125641215106732
610,0.297,0.125922131147541
611,0.2975,0.12620294599018
612,0.2995,0.126486111111111
613,0.3005,0.126769983686786
614,0.302,0.127055374592834
615,0.3025,0.127340650406504
616,0.303,0.127625811688312
617,0.303,0.127910048622366
618,0.3035,0.128194174757281
619,0.307,0.128483037156704
620,0.308,0.128772580645161
621,0.308,0.129061191626409
622,0.3085,0.129349678456592
623,0.312,0.129642857142857
624,0.3125,0.129935897435897
625,0.3145,0.1302312
626,0.315,0.130526357827476
627,0.3155,0.130821371610845
628,0.3155,0.131115445859873
629,0.3195,0.131414944356121
630,0.32,0.131714285714286
631,0.3205,0.132013470681458
632,0.321,0.1323125
633,0.321,0.132610584518167
634,0.3215,0.132908517350158
635,0.3215,0.133205511811024
636,0.323,0.13350393081761
637,0.3245,0.13380376766091
638,0.325,0.134103448275862
639,0.3265,0.134404538341158
640,0.328,0.13470703125
641,0.329,0.135010140405616
642,0.329,0.13531230529595
643,0.333,0.135619751166407
644,0.3335,0.13592701863354
645,0.335,0.136235658914729
646,0.336,0.136544891640867
647,0.3365,0.136853941267388
648,0.337,0.137162808641975
649,0.3375,0.137471494607088
650,0.339,0.137781538461538
651,0.3395,0.138091397849462
652,0.34,0.138401073619632
653,0.3415,0.138712098009188
654,0.3415,0.139022171253823
655,0.3425,0.139332824427481
656,0.343,0.139643292682927
657,0.343,0.139952815829528
658,0.343,0.140261398176292
659,0.3435,0.140569802731411
660,0.3445,0.140878787878788
661,0.346,0.14118910741301
662,0.346,0.141498489425982
663,0.3465,0.141807692307692
664,0.348,0.142118222891566
665,0.3485,0.142428571428571
666,0.3485,0.142737987987988
667,0.35,0.143048725637181
668,0.35,0.143358532934132
669,0.3515,0.143669656203288
670,0.353,0.143982089552239
671,0.3545,0.144295827123696
672,0.3545,0.144608630952381
673,0.355,0.144921248142645
674,0.356,0.145234421364985
675,0.3565,0.145547407407407
676,0.3565,0.145859467455621
677,0.3595,0.146175036927622
678,0.361,0.146491887905605
679,0.361,0.146807805596465
680,0.3615,0.147123529411765
681,0.362,0.14743906020558
682,0.362,0.147753665689149
683,0.365,0.148071742313323
684,0.3655,0.148389619883041
685,0.3665,0.14870802919708
686,0.367,0.149026239067055
687,0.3675,0.149344250363901
688,0.368,0.149662063953488
689,0.3715,0.149984034833091
690,0.3725,0.15030652173913
691,0.3735,0.150629522431259
692,0.374,0.150952312138728
693,0.374,0.15127417027417
694,0.3765,0.151598703170029
695,0.3765,0.151922302158273
696,0.3795,0.152249281609195
697,0.382,0.152578909612625
698,0.3835,0.152909742120344
699,0.3835,0.153239628040057
700,0.385,0.153570714285714
701,0.3855,0.153901569186876
702,0.386,0.154232193732194
703,0.3875,0.154564011379801
704,0.3885,0.154896306818182
705,0.389,0.155228368794326
706,0.3895,0.155560198300283
707,0.39,0.155891796322489
708,0.3915,0.156224576271186
709,0.392,0.156557122708039
710,0.392,0.156888732394366
711,0.393,0.157220815752461
712,0.3935,0.157552668539326
713,0.3945,0.157884992987377
714,0.396,0.158218487394958
715,0.396,0.158551048951049
716,0.3965,0.158883379888268
717,0.3965,0.159214783821478
718,0.397,0.159545961002785
719,0.3975,0.159876912378303
720,0.402,0.160213194444444
721,0.402,0.16054854368932
722,0.403,0.160884349030471
723,0.404,0.16122060857538
724,0.404,0.161555939226519
725,0.404,0.161890344827586
726,0.4045,0.162224517906336
727,0.405,0.162558459422283
728,0.4065,0.162893543956044
729,0.4065,0.163227709190672
730,0.4065,0.163560958904109
731,0.4065,0.163893296853625
732,0.407,0.164225409836065
733,0.4105,0.16456139154161
734,0.411,0.164897138964577
735,0.4125,0.165234013605442
736,0.4125,0.165569972826087
737,0.413,0.165905698778833
738,0.4135,0.166241192411924
739,0.4165,0.166579837618403
740,0.4165,0.166917567567567
741,0.4165,0.167254385964912
742,0.417,0.167590970350404
743,0.4185,0.16792866756393
744,0.419,0.168266129032258
745,0.419,0.168602684563758
746,0.4205,0.168940348525469
747,0.4205,0.169277108433735
748,0.4215,0.169614304812834
749,0.4215,0.169950600801068
750,0.423,0.170288
751,0.425,0.170627163781624
752,0.428,0.170969414893617
753,0.428,0.171310756972111
754,0.429,0.171652519893899
755,0.429,0.171993377483443
756,0.432,0.172337301587301
757,0.432,0.172680317040951
758,0.432,0.173022427440633
759,0.432,0.173363636363636
760,0.433,0.173705263157894
761,0.433,0.174045992115637
762,0.4345,0.17438779527559
763,0.437,0.174731979030144
764,0.4375,0.175075916230366
765,0.438,0.175419607843137
766,0.4385,0.175763054830287
767,0.4385,0.176105606258148
768,0.4425,0.176452473958333
769,0.444,0.176800390117035
770,0.446,0.17715
771,0.4465,0.177499351491569
772,0.4475,0.177849093264248
773,0.448,0.178198576972833
774,0.449,0.178548449612403
775,0.4505,0.178899354838709
776,0.454,0.179253865979381
777,0.454,0.179607464607464
778,0.455,0.179961439588689
779,0.4555,0.18031514762516
780,0.4565,0.18066923076923
781,0.4585,0.181024967989756
782,0.459,0.181380434782608
783,0.459,0.181734993614304
784,0.4615,0.182091836734694
785,0.463,0.182449681528662
786,0.4655,0.182809796437659
787,0.4655,0.183168996188056
788,0.467,0.183529187817259
789,0.468,0.183889733840304
790,0.4685,0.18425
791,0.469,0.184609987357775
792,0.471,0.184971590909091
793,0.475,0.185337326607818
794,0.475,0.185702141057934
795,0.4755,0.186066666666666
796,0.4775,0.186432788944723
797,0.4775,0.186797992471769
798,0.478,0.18716290726817
799,0.479,0.18752816020025
800,0.479,0.1878925
801,0.48,0.188257178526841
802,0.4805,0.188621571072319
803,0.481,0.188985678704857
804,0.4815,0.189349502487562
805,0.482,0.189713043478261
806,0.483,0.190076923076923
807,0.484,0.190441140024783
808,0.486,0.190806930693069
809,0.4875,0.191173671199011
810,0.493,0.191546296296296
811,0.493,0.191918002466091
812,0.493,0.192288793103448
813,0.4975,0.192664206642066
814,0.498,0.193039312039312
815,0.4985,0.193414110429448
816,0.4985,0.193787990196078
817,0.5005,0.194163402692778
818,0.5005,0.194537897310513
819,0.502,0.194913308913309
820,0.502,0.195287804878049
821,0.5025,0.195661997563946
822,0.5045,0.196037712895377
823,0.5065,0.196414945321992
824,0.5065,0.196791262135922
825,0.5075,0.197167878787879
826,0.51,0.197546610169491
827,0.5105,0.197925030229746
828,0.5135,0.19830615942029
829,0.514,0.19868697225573
830,0.514,0.199066867469879
831,0.514,0.199445848375451
832,0.515,0.199825120192307
833,0.516,0.200204681872749
834,0.516,0.200583333333333
835,0.516,0.200961077844311
836,0.5165,0.201338516746411
837,0.517,0.201715651135006
838,0.5185,0.202093675417661
839,0.5185,0.202470798569726
840,0.5195,0.202848214285714
841,0.52,0.203225326991676
842,0.52,0.203601543942993
843,0.5205,0.203977461447212
844,0.5205,0.204352488151658
845,0.5215,0.204727810650887
846,0.522,0.205102836879432
847,0.522,0.205476977567886
848,0.522,0.205850235849056
849,0.5225,0.20622320376914
850,0.5245,0.206597647058823
851,0.5245,0.206971210340775
852,0.526,0.207345657276995
853,0.53,0.207723915592028
854,0.532,0.20810362997658
855,0.533,0.208483625730994
856,0.535,0.208865070093458
857,0.5355,0.209246207701283
858,0.5355,0.209626456876457
859,0.5355,0.210005820721769
860,0.537,0.210386046511628
861,0.5375,0.210765969802555
862,0.54,0.211147911832946
863,0.54,0.211528968713789
864,0.5435,0.211913194444444
865,0.546,0.212299421965318
866,0.547,0.212685912240184
867,0.5475,0.213072087658593
868,0.548,0.213457949308755
869,0.548,0.213842922899885
870,0.549,0.21422816091954
871,0.5495,0.214613088404133
872,0.5515,0.214999426605504
873,0.552,0.215385452462772
874,0.552,0.215770594965675
875,0.5525,0.216155428571428
876,0.554,0.216541095890411
877,0.555,0.216927023945268
878,0.555,0.217312072892938
879,0.5555,0.217696814562002
880,0.556,0.21808125
881,0.559,0.218468217934165
882,0.562,0.218857709750567
883,0.563,0.219247451868629
884,0.5635,0.219636877828054
885,0.5655,0.220027683615819
886,0.5655,0.220417607223476
887,0.5665,0.220807779030439
888,0.5685,0.221199324324324
889,0.569,0.221590551181102
890,0.57,0.22198202247191
891,0.571,0.222373737373737
892,0.5715,0.222765134529148
893,0.5715,0.223155655095184
894,0.5735,0.223547539149888
895,0.5745,0.223939664804469
896,0.575,0.224331473214285
897,0.576,0.224723522853957
898,0.577,0.225115812917594
899,0.5775,0.225507786429366
900,0.5785,0.2259
901,0.5795,0.226292452830188
902,0.58,0.226684589800443
903,0.581,0.227076965669989
904,0.5815,0.227469026548672
905,0.583,0.227861878453038
906,0.5835,0.228254415011037
907,0.584,0.228646637265711
908,0.588,0.229042400881057
909,0.5905,0.2294400440044
910,0.591,0.229837362637362
911,0.5915,0.230234357848518
912,0.594,0.23063322368421
913,0.595,0.231032311062431
914,0.5955,0.231431072210065
915,0.5955,0.231828961748633
916,0.597,0.232227620087336
917,0.598,0.232626499454743
918,0.5995,0.233026143790849
919,0.6,0.233425462459194
920,0.6055,0.233829891304347
921,0.6075,0.234235613463626
922,0.61,0.234643167028199
923,0.6135,0.235053629469122
924,0.614,0.235463744588744
925,0.614,0.235872972972973
926,0.6155,0.23628293736501
927,0.618,0.236694714131607
928,0.618,0.237105603448275
929,0.619,0.237516684607104
930,0.62,0.237927956989247
931,0.622,0.238340494092373
932,0.6225,0.238752682403433
933,0.623,0.239164523043944
